Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_130_0,VDD,Metal1,7.4490,509.7010,1.200000
FILLER_129_1042,VDD,Metal1,507.6090,503.3380,1.199982
FILLER_129_1035,VDD,Metal1,504.2490,503.3380,1.199982
FILLER_129_1028,VDD,Metal1,500.8890,503.3380,1.199982
FILLER_129_1021,VDD,Metal1,497.5290,503.3380,1.199982
FILLER_129_1014,VDD,Metal1,494.1690,503.3380,1.199982
FILLER_129_1007,VDD,Metal1,490.8090,503.3380,1.199982
FILLER_129_1000,VDD,Metal1,487.4490,503.3380,1.199982
FILLER_129_993,VDD,Metal1,484.0890,503.3380,1.199982
FILLER_129_986,VDD,Metal1,480.7290,503.3380,1.199982
FILLER_129_979,VDD,Metal1,477.3690,503.3380,1.199982
FILLER_129_972,VDD,Metal1,474.0090,503.3380,1.199982
FILLER_129_965,VDD,Metal1,470.6490,503.3380,1.199972
FILLER_129_958,VDD,Metal1,467.2890,503.3380,1.199961
FILLER_129_951,VDD,Metal1,463.9290,503.3380,1.199949
FILLER_129_946,VDD,Metal1,460.0800,502.7400,1.199945
FILLER_129_939,VDD,Metal1,458.1690,503.3380,1.199944
FILLER_129_929,VDD,Metal1,452.1600,502.7400,1.199929
FILLER_129_925,VDD,Metal1,450.7310,503.3360,1.199903
FILLER_129_918,VDD,Metal1,448.0890,503.3380,1.199903
FILLER_129_911,VDD,Metal1,444.7290,503.3380,1.199903
FILLER_129_905,VDD,Metal1,440.6400,502.7400,1.199903
FILLER_129_900,VDD,Metal1,438.0000,502.7400,1.199913
FILLER_129_891,VDD,Metal1,433.6800,502.7400,1.199929
FILLER_129_889,VDD,Metal1,432.9600,502.7400,1.199929
FILLER_129_882,VDD,Metal1,430.8090,503.3380,1.199929
FILLER_129_875,VDD,Metal1,427.4490,503.3380,1.199929
FILLER_129_859,VDD,Metal1,419.7690,503.3380,1.199929
FILLER_129_850,VDD,Metal1,414.7310,503.3360,1.199976
FILLER_129_843,VDD,Metal1,412.0890,503.3380,1.199982
FILLER_129_836,VDD,Metal1,408.7290,503.3380,1.199988
FILLER_129_820,VDD,Metal1,399.6000,502.7400,1.199996
FILLER_129_813,VDD,Metal1,397.6890,503.3380,1.199996
FILLER_129_798,VDD,Metal1,389.0400,502.7400,1.199993
FILLER_129_794,VDD,Metal1,387.8510,503.3360,1.199993
FILLER_129_787,VDD,Metal1,385.2090,503.3380,1.199993
FILLER_129_780,VDD,Metal1,381.8490,503.3380,1.199993
FILLER_129_774,VDD,Metal1,377.5200,502.7400,1.199993
FILLER_129_770,VDD,Metal1,376.3310,503.3360,1.199993
FILLER_129_732,VDD,Metal1,357.3600,502.7400,1.199993
FILLER_129_725,VDD,Metal1,355.4490,503.3380,1.199993
FILLER_129_718,VDD,Metal1,352.0890,503.3380,1.199994
FILLER_129_700,VDD,Metal1,342.0000,502.7400,1.199994
FILLER_129_696,VDD,Metal1,340.8110,503.3360,1.199996
FILLER_129_689,VDD,Metal1,338.1690,503.3380,1.199996
FILLER_129_682,VDD,Metal1,334.8090,503.3380,1.199996
FILLER_129_668,VDD,Metal1,328.0890,503.3380,1.199996
FILLER_129_661,VDD,Metal1,324.7290,503.3380,1.199996
FILLER_129_654,VDD,Metal1,321.3690,503.3380,1.199997
FILLER_129_649,VDD,Metal1,317.7600,502.7400,1.199997
FILLER_129_613,VDD,Metal1,300.9710,503.3360,1.199997
FILLER_129_585,VDD,Metal1,286.8000,502.7400,1.199996
FILLER_129_574,VDD,Metal1,281.5200,502.7400,1.199996
FILLER_129_570,VDD,Metal1,280.3310,503.3360,1.199996
FILLER_129_557,VDD,Metal1,274.0910,503.3360,1.199996
FILLER_129_550,VDD,Metal1,271.4490,503.3380,1.199996
FILLER_129_543,VDD,Metal1,268.0890,503.3380,1.199997
FILLER_129_536,VDD,Metal1,264.7290,503.3380,1.199997
FILLER_129_522,VDD,Metal1,257.2910,503.3360,1.199999
FILLER_129_494,VDD,Metal1,243.1200,502.7400,1.199996
FILLER_129_462,VDD,Metal1,228.0000,502.7400,1.199992
FILLER_129_458,VDD,Metal1,226.5710,503.3360,1.199992
FILLER_129_451,VDD,Metal1,223.9290,503.3380,1.199992
FILLER_129_444,VDD,Metal1,220.5690,503.3380,1.199992
FILLER_129_429,VDD,Metal1,212.1600,502.7400,1.199991
