net,length_um
_05762_,5.7µm
_05944_,5.7µm
_06399_,5.695µm
_02675_,5.685µm
_05835_,5.67µm
_03400_,5.66µm
_05633_,5.66µm
_00905_,5.65µm
_02449_,5.65µm
_06020_,5.65µm
net1152,5.65µm
net1226,5.65µm
net1270,5.65µm
net1283,5.65µm
net1396,5.65µm
net1506,5.65µm
net1687,5.65µm
net1748,5.65µm
_00082_,5.64µm
_00090_,5.64µm
_01045_,5.64µm
_01064_,5.64µm
_01120_,5.64µm
_01127_,5.64µm
_01174_,5.64µm
_01186_,5.64µm
_01825_,5.64µm
_02072_,5.64µm
_02244_,5.64µm
_02373_,5.64µm
_02570_,5.64µm
_02846_,5.64µm
_02939_,5.64µm
_03020_,5.64µm
_03629_,5.64µm
_04055_,5.64µm
_05235_,5.64µm
_05591_,5.64µm
_06254_,5.64µm
_06272_,5.64µm
_06346_,5.64µm
_06363_,5.64µm
_06403_,5.64µm
_06420_,5.64µm
_06444_,5.64µm
_06461_,5.64µm
_06484_,5.64µm
net1208,5.64µm
net1224,5.64µm
net1259,5.64µm
net1275,5.64µm
net1302,5.64µm
net1318,5.64µm
net1357,5.64µm
net1540,5.64µm
net1576,5.64µm
net1611,5.64µm
net1733,5.64µm
net1775,5.64µm
net1783,5.64µm
net1811,5.64µm
net1835,5.64µm
net1874,5.64µm
_04004_,5.635µm
_04663_,5.635µm
_06162_,5.635µm
_02671_,5.625µm
_04897_,5.62µm
_05138_,5.62µm
_05403_,5.61µm
_04237_,5.6µm
_05224_,5.6µm
comm_mem_u0.spi_u0.data_count\[6\],5.6µm
_00085_,5.59µm
_00803_,5.59µm
_00805_,5.59µm
_00913_,5.59µm
_02455_,5.59µm
_04557_,5.59µm
_03826_,5.58µm
_04384_,5.58µm
_04429_,5.58µm
_05911_,5.58µm
_01972_,5.565µm
_05305_,5.565µm
_06204_,5.565µm
_01793_,5.55µm
_00128_,5.54µm
_00148_,5.54µm
_01498_,5.54µm
_01887_,5.54µm
_02142_,5.54µm
_02401_,5.54µm
_03099_,5.54µm
_05861_,5.54µm
_06157_,5.54µm
_06261_,5.54µm
_06263_,5.54µm
_06436_,5.54µm
_00445_,5.53µm
_03135_,5.53µm
_03787_,5.53µm
_04496_,5.53µm
_04906_,5.53µm
_05087_,5.53µm
net1397,5.53µm
_02237_,5.52µm
_02679_,5.52µm
_02705_,5.52µm
_03961_,5.52µm
_05565_,5.52µm
_04062_,5.51µm
_02042_,5.5µm
_04350_,5.47µm
_05794_,5.47µm
_00391_,5.46µm
_01607_,5.46µm
_04224_,5.445µm
_04835_,5.445µm
_05004_,5.445µm
_01885_,5.42µm
_02308_,5.42µm
_02311_,5.42µm
_02273_,5.405µm
_00091_,5.4µm
_00190_,5.4µm
_01704_,5.4µm
_02922_,5.4µm
_03500_,5.4µm
_04935_,5.4µm
_04936_,5.4µm
_05011_,5.4µm
_05348_,5.4µm
_05913_,5.4µm
_06275_,5.4µm
_06557_,5.4µm
net1236,5.4µm
net1666,5.4µm
net1776,5.4µm
net1780,5.4µm
comm_mem_u0.o_img_row02\[25\],5.4µm
_02723_,5.395µm
_01076_,5.385µm
_02221_,5.385µm
_03803_,5.385µm
_04907_,5.385µm
_00462_,5.37µm
_01000_,5.37µm
net1413,5.37µm
_00004_,5.35µm
_00398_,5.35µm
_00662_,5.35µm
_00676_,5.35µm
_01061_,5.35µm
_01230_,5.35µm
_03765_,5.35µm
_00011_,5.34µm
_00374_,5.34µm
_00474_,5.34µm
_00577_,5.34µm
_00625_,5.34µm
_01609_,5.34µm
_02466_,5.34µm
_02749_,5.34µm
_02774_,5.34µm
_03259_,5.34µm
_03274_,5.34µm
_03593_,5.34µm
_03673_,5.34µm
_03690_,5.34µm
_04512_,5.34µm
_04548_,5.34µm
_05182_,5.34µm
_05661_,5.34µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[14\],5.34µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[4\],5.34µm
_05019_,5.31µm
_00623_,5.29µm
_01400_,5.29µm
_01566_,5.29µm
_01571_,5.29µm
_01655_,5.29µm
_02066_,5.29µm
_02100_,5.29µm
_02808_,5.29µm
_03490_,5.29µm
_03846_,5.29µm
_03947_,5.29µm
_03967_,5.29µm
_04065_,5.29µm
_04197_,5.29µm
_05321_,5.29µm
_05843_,5.29µm
_06054_,5.29µm
_06218_,5.29µm
_06244_,5.29µm
_06247_,5.29µm
_06576_,5.29µm
_06716_,5.29µm
comm_mem_u0.o_img_row04\[20\],5.29µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[20\],5.29µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[22\],5.29µm
_02157_,5.28µm
_02690_,5.28µm
_03336_,5.28µm
_03921_,5.28µm
_04193_,5.28µm
_05211_,5.28µm
_05353_,5.28µm
_05612_,5.28µm
_06699_,5.28µm
net1201,5.28µm
net1229,5.28µm
net1241,5.28µm
net1267,5.28µm
net1337,5.28µm
net1338,5.28µm
net1400,5.28µm
net1404,5.28µm
net1437,5.28µm
net1463,5.28µm
net1517,5.28µm
net1614,5.28µm
net1725,5.28µm
net1773,5.28µm
_02298_,5.27µm
_02620_,5.24µm
_00062_,5.23µm
_00095_,5.23µm
_00173_,5.23µm
_00291_,5.23µm
_00490_,5.23µm
_00566_,5.23µm
_00583_,5.23µm
_00929_,5.23µm
_00964_,5.23µm
_01113_,5.23µm
_01133_,5.23µm
_01287_,5.23µm
_02526_,5.23µm
_02619_,5.23µm
_02842_,5.23µm
_03125_,5.23µm
_03128_,5.23µm
_03421_,5.23µm
_03647_,5.23µm
_03868_,5.23µm
_04786_,5.23µm
_05550_,5.23µm
_06039_,5.23µm
_06663_,5.23µm
_06753_,5.23µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[2\],5.23µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[2\],5.23µm
_00014_,5.22µm
_00018_,5.22µm
_00360_,5.22µm
_00799_,5.22µm
_00806_,5.22µm
_00841_,5.22µm
_00842_,5.22µm
_00850_,5.22µm
_00855_,5.22µm
_00941_,5.22µm
_00962_,5.22µm
_01204_,5.22µm
_01281_,5.22µm
_01283_,5.22µm
_01302_,5.22µm
_05485_,5.22µm
_05863_,5.22µm
_05597_,5.18µm
_01685_,5.17µm
_03540_,5.17µm
_05961_,5.17µm
net1525,5.17µm
net1612,5.17µm
net1879,5.17µm
_01179_,5.16µm
_01194_,5.16µm
_02180_,5.16µm
_02605_,5.16µm
_02637_,5.16µm
_02714_,5.16µm
_03088_,5.16µm
_03223_,5.16µm
_03295_,5.16µm
_03328_,5.16µm
_03638_,5.16µm
_03663_,5.16µm
_04681_,5.16µm
_04762_,5.16µm
_04845_,5.16µm
_05735_,5.16µm
_05770_,5.16µm
_06103_,5.16µm
net1129,5.16µm
net1144,5.16µm
net1191,5.16µm
net1220,5.16µm
net1243,5.16µm
net1247,5.16µm
net1257,5.16µm
net1262,5.16µm
net1273,5.16µm
net1325,5.16µm
net1360,5.16µm
net1380,5.16µm
net1381,5.16µm
net1389,5.16µm
net1394,5.16µm
net1401,5.16µm
net1417,5.16µm
net1484,5.16µm
net1551,5.16µm
net1653,5.16µm
net1655,5.16µm
net1673,5.16µm
net1674,5.16µm
net1677,5.16µm
net1752,5.16µm
net1779,5.16µm
net1792,5.16µm
net1844,5.16µm
net1857,5.16µm
net1875,5.16µm
_04745_,5.145µm
_00784_,5.14µm
_01215_,5.14µm
_02761_,5.14µm
_02762_,5.14µm
_02673_,5.13µm
_04398_,5.11µm
_00387_,5.1µm
_00708_,5.1µm
_03168_,5.1µm
_03401_,5.1µm
_04730_,5.1µm
_02655_,5.095µm
_05552_,5.095µm
_03604_,5.085µm
_04390_,5.065µm
_00304_,5.06µm
_01543_,5.06µm
_01683_,5.06µm
_01747_,5.06µm
_01777_,5.06µm
_02329_,5.06µm
_02431_,5.06µm
_02809_,5.06µm
_03632_,5.06µm
_04230_,5.06µm
_05304_,5.06µm
_06191_,5.06µm
_06439_,5.06µm
_06506_,5.06µm
_06525_,5.06µm
_01939_,5.05µm
_02324_,5.05µm
_02427_,5.05µm
_03230_,5.05µm
_03707_,5.05µm
_03906_,5.05µm
_04497_,5.05µm
_04749_,5.05µm
_05037_,5.05µm
_06003_,5.05µm
_06154_,5.05µm
_06530_,5.05µm
_06736_,5.05µm
net1307,5.05µm
_00156_,5.04µm
_03930_,5.04µm
_04507_,5.04µm
_04684_,5.04µm
_06485_,5.04µm
_04056_,5µm
_00642_,4.99µm
_04023_,4.99µm
_00585_,4.98µm
_00645_,4.98µm
_02512_,4.98µm
_04096_,4.965µm
_04499_,4.965µm
_06309_,4.965µm
_03505_,4.95µm
_05575_,4.95µm
net1495,4.95µm
_02048_,4.94µm
_03745_,4.935µm
_01525_,4.93µm
_01671_,4.92µm
_01687_,4.92µm
_01898_,4.92µm
_02736_,4.92µm
_03057_,4.92µm
_03117_,4.92µm
_04104_,4.92µm
_04823_,4.92µm
_05708_,4.92µm
_05734_,4.92µm
_05739_,4.92µm
_05744_,4.92µm
_05964_,4.92µm
_05966_,4.92µm
_06307_,4.92µm
_06382_,4.92µm
_06541_,4.92µm
_06599_,4.92µm
net1459,4.92µm
acc0\[3\],4.92µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[15\],4.92µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[7\],4.92µm
_01101_,4.905µm
net1316,4.89µm
_04379_,4.885µm
_00001_,4.87µm
_00335_,4.87µm
_00351_,4.87µm
_00368_,4.87µm
_01078_,4.87µm
_01191_,4.87µm
_00077_,4.86µm
_00280_,4.86µm
_00312_,4.86µm
_00354_,4.86µm
_00405_,4.86µm
_00488_,4.86µm
_00793_,4.86µm
_00849_,4.86µm
_00866_,4.86µm
_00922_,4.86µm
_01012_,4.86µm
_01148_,4.86µm
_01218_,4.86µm
_01301_,4.86µm
_01674_,4.86µm
_01775_,4.86µm
_02158_,4.86µm
_02360_,4.86µm
_02834_,4.86µm
_02863_,4.86µm
_03115_,4.86µm
_03155_,4.86µm
_03174_,4.86µm
_03311_,4.86µm
_03322_,4.86µm
_03395_,4.86µm
_04378_,4.86µm
_04665_,4.86µm
_04960_,4.86µm
_05079_,4.86µm
_05328_,4.86µm
_05558_,4.86µm
_06044_,4.86µm
_06715_,4.86µm
_06719_,4.86µm
net1510,4.83µm
_00143_,4.81µm
_00174_,4.81µm
_01935_,4.81µm
_02228_,4.81µm
_02561_,4.81µm
_02661_,4.81µm
_03153_,4.81µm
_04368_,4.81µm
_04437_,4.81µm
_04575_,4.81µm
_04625_,4.81µm
_04952_,4.81µm
_05243_,4.81µm
_05253_,4.81µm
_05513_,4.81µm
_06255_,4.81µm
_06408_,4.81µm
_06523_,4.81µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[21\],4.81µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[3\],4.81µm
comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[14\],4.81µm
_00140_,4.8µm
_03034_,4.8µm
_03066_,4.8µm
_03250_,4.8µm
_03293_,4.8µm
_04709_,4.8µm
net1117,4.8µm
net1141,4.8µm
net1221,4.8µm
net1227,4.8µm
net1228,4.8µm
net1299,4.8µm
net1301,4.8µm
net1324,4.8µm
net1451,4.8µm
net1501,4.8µm
net1561,4.8µm
net1585,4.8µm
net1708,4.8µm
net1817,4.8µm
net1891,4.8µm
_04182_,4.775µm
_00110_,4.75µm
_00342_,4.75µm
_00359_,4.75µm
_00363_,4.75µm
_00376_,4.75µm
_00602_,4.75µm
_00624_,4.75µm
_00864_,4.75µm
_00894_,4.75µm
_01222_,4.75µm
_01656_,4.75µm
_03083_,4.75µm
_03269_,4.75µm
_03858_,4.75µm
_03861_,4.75µm
_04461_,4.75µm
_04606_,4.75µm
_05092_,4.75µm
_00013_,4.74µm
_00069_,4.74µm
_00346_,4.74µm
_00407_,4.74µm
_00748_,4.74µm
_00759_,4.74µm
_00766_,4.74µm
_00785_,4.74µm
_00817_,4.74µm
_00870_,4.74µm
_00872_,4.74µm
_00892_,4.74µm
_00901_,4.74µm
_00902_,4.74µm
_00904_,4.74µm
_00931_,4.74µm
_00936_,4.74µm
_00948_,4.74µm
_00956_,4.74µm
_00959_,4.74µm
_00977_,4.74µm
_00983_,4.74µm
_01003_,4.74µm
_01020_,4.74µm
_01021_,4.74µm
_01051_,4.74µm
_01201_,4.74µm
_01207_,4.74µm
_01280_,4.74µm
_02084_,4.74µm
_02271_,4.74µm
_02325_,4.74µm
_03380_,4.74µm
_03630_,4.74µm
_03873_,4.74µm
_04063_,4.74µm
_05336_,4.74µm
_05387_,4.74µm
_01778_,4.71µm
_02548_,4.7µm
net1816,4.69µm
_00086_,4.68µm
_01083_,4.68µm
_01921_,4.68µm
_02055_,4.68µm
_02070_,4.68µm
_02681_,4.68µm
_02963_,4.68µm
_03246_,4.68µm
_03275_,4.68µm
_03606_,4.68µm
_03741_,4.68µm
_03742_,4.68µm
_03797_,4.68µm
_03805_,4.68µm
_03860_,4.68µm
_03899_,4.68µm
_04103_,4.68µm
_04330_,4.68µm
_04364_,4.68µm
_04376_,4.68µm
_04518_,4.68µm
_04703_,4.68µm
_06262_,4.68µm
_06269_,4.68µm
_06348_,4.68µm
_06367_,4.68µm
_06404_,4.68µm
_06410_,4.68µm
_06560_,4.68µm
net1115,4.68µm
net1119,4.68µm
net1128,4.68µm
net1130,4.68µm
net1148,4.68µm
net1150,4.68µm
net1157,4.68µm
net1158,4.68µm
net1163,4.68µm
net1164,4.68µm
net1165,4.68µm
net1168,4.68µm
net1172,4.68µm
net1174,4.68µm
net1178,4.68µm
net1183,4.68µm
net1184,4.68µm
net1185,4.68µm
net1195,4.68µm
net1203,4.68µm
net1205,4.68µm
net1206,4.68µm
net1207,4.68µm
net1210,4.68µm
net1212,4.68µm
net1218,4.68µm
net1223,4.68µm
net1231,4.68µm
net1238,4.68µm
net1245,4.68µm
net1249,4.68µm
net1250,4.68µm
net1254,4.68µm
net1256,4.68µm
net1284,4.68µm
net1295,4.68µm
net1296,4.68µm
net1300,4.68µm
net1308,4.68µm
net1326,4.68µm
net1327,4.68µm
net1332,4.68µm
net1336,4.68µm
net1340,4.68µm
net1345,4.68µm
net1348,4.68µm
net1353,4.68µm
net1363,4.68µm
net1369,4.68µm
net1372,4.68µm
net1379,4.68µm
net1384,4.68µm
net1386,4.68µm
net1387,4.68µm
net1393,4.68µm
net1398,4.68µm
net1399,4.68µm
net1403,4.68µm
net1406,4.68µm
net1407,4.68µm
net1409,4.68µm
net1415,4.68µm
net1416,4.68µm
net1422,4.68µm
net1423,4.68µm
net1424,4.68µm
net1425,4.68µm
net1426,4.68µm
net1427,4.68µm
net1430,4.68µm
net1439,4.68µm
net1440,4.68µm
net1441,4.68µm
net1442,4.68µm
net1450,4.68µm
net1456,4.68µm
net1462,4.68µm
net1472,4.68µm
net1486,4.68µm
net1487,4.68µm
net1490,4.68µm
net1494,4.68µm
net1499,4.68µm
net1512,4.68µm
net1519,4.68µm
net1520,4.68µm
net1527,4.68µm
net1528,4.68µm
net1537,4.68µm
net1542,4.68µm
net1543,4.68µm
net1549,4.68µm
net1553,4.68µm
net1554,4.68µm
net1556,4.68µm
net1560,4.68µm
net1566,4.68µm
net1568,4.68µm
net1577,4.68µm
net1579,4.68µm
net1581,4.68µm
net1583,4.68µm
net1590,4.68µm
net1597,4.68µm
net1598,4.68µm
net1601,4.68µm
net1602,4.68µm
net1606,4.68µm
net1607,4.68µm
net1616,4.68µm
net1617,4.68µm
net1618,4.68µm
net1620,4.68µm
net1623,4.68µm
net1630,4.68µm
net1631,4.68µm
net1633,4.68µm
net1638,4.68µm
net1640,4.68µm
net1642,4.68µm
net1643,4.68µm
net1644,4.68µm
net1645,4.68µm
net1646,4.68µm
net1672,4.68µm
net1685,4.68µm
net1686,4.68µm
net1689,4.68µm
net1692,4.68µm
net1695,4.68µm
net1697,4.68µm
net1705,4.68µm
net1706,4.68µm
net1707,4.68µm
net1709,4.68µm
net1711,4.68µm
net1729,4.68µm
net1735,4.68µm
net1738,4.68µm
net1741,4.68µm
net1749,4.68µm
net1754,4.68µm
net1755,4.68µm
net1756,4.68µm
net1758,4.68µm
net1762,4.68µm
net1764,4.68µm
net1774,4.68µm
net1786,4.68µm
net1790,4.68µm
net1796,4.68µm
net1797,4.68µm
net1801,4.68µm
net1802,4.68µm
net1803,4.68µm
net1805,4.68µm
net1808,4.68µm
net1825,4.68µm
net1826,4.68µm
net1827,4.68µm
net1849,4.68µm
net1851,4.68µm
net1864,4.68µm
net1868,4.68µm
net1878,4.68µm
net1881,4.68µm
net1882,4.68µm
net1883,4.68µm
net1884,4.68µm
net1885,4.68µm
net1886,4.68µm
net1887,4.68µm
net1888,4.68µm
net1889,4.68µm
_03139_,4.675µm
_03567_,4.675µm
_03602_,4.675µm
_03716_,4.675µm
_02083_,4.665µm
_00765_,4.66µm
proc_u0.cnn_ctrl_u0.state\[1\],4.66µm
_03543_,4.65µm
_03508_,4.62µm
_05462_,4.62µm
_02815_,4.595µm
_00505_,4.58µm
_01335_,4.58µm
_01689_,4.58µm
_01698_,4.58µm
_01764_,4.58µm
_02921_,4.58µm
_03212_,4.58µm
_03314_,4.58µm
_03317_,4.58µm
_03693_,4.58µm
_03766_,4.58µm
_04878_,4.58µm
_06150_,4.58µm
_06312_,4.58µm
_06374_,4.58µm
_06383_,4.58µm
_06405_,4.58µm
_00275_,4.57µm
_00299_,4.57µm
_00573_,4.57µm
_00643_,4.57µm
_01690_,4.57µm
_02053_,4.57µm
_02063_,4.57µm
_03038_,4.57µm
_03144_,4.57µm
_03241_,4.57µm
_03333_,4.57µm
_03615_,4.57µm
_03954_,4.57µm
_03973_,4.57µm
_04118_,4.57µm
_04160_,4.57µm
_04251_,4.57µm
_04302_,4.57µm
_04732_,4.57µm
_05856_,4.57µm
_02243_,4.56µm
_03737_,4.56µm
_05877_,4.56µm
_06386_,4.56µm
_06498_,4.56µm
net1559,4.56µm
_01163_,4.545µm
_05819_,4.52µm
_00046_,4.51µm
_01987_,4.51µm
_03053_,4.51µm
_04444_,4.51µm
_00026_,4.5µm
_00320_,4.5µm
_00334_,4.5µm
_00413_,4.5µm
_00415_,4.5µm
_00431_,4.5µm
_00541_,4.5µm
_00685_,4.5µm
_01028_,4.5µm
_01065_,4.5µm
_01081_,4.5µm
_01999_,4.5µm
_02361_,4.5µm
_03409_,4.495µm
_04638_,4.485µm
_06393_,4.485µm
_01468_,4.47µm
net1469,4.47µm
acc0\[2\],4.46µm
_04900_,4.45µm
_00177_,4.44µm
_00235_,4.44µm
_00267_,4.44µm
_01573_,4.44µm
_01620_,4.44µm
_01710_,4.44µm
_01893_,4.44µm
_02357_,4.44µm
_02407_,4.44µm
_02643_,4.44µm
_03219_,4.44µm
_03424_,4.44µm
_03477_,4.44µm
_03735_,4.44µm
_03932_,4.44µm
_04357_,4.44µm
_04714_,4.44µm
_04838_,4.44µm
_05292_,4.44µm
_05402_,4.44µm
_05454_,4.44µm
_05515_,4.44µm
_05539_,4.44µm
_05931_,4.44µm
_06145_,4.44µm
_06174_,4.44µm
_06297_,4.44µm
acc0\[11\],4.44µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[9\],4.44µm
comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[0\],4.44µm
_00373_,4.425µm
_00403_,4.425µm
_04551_,4.425µm
_03148_,4.41µm
_05068_,4.41µm
_00024_,4.39µm
_00347_,4.39µm
_00350_,4.39µm
_00367_,4.39µm
_00494_,4.39µm
_00503_,4.39µm
_00564_,4.39µm
_00699_,4.39µm
_01077_,4.39µm
_04417_,4.385µm
_00027_,4.38µm
_00074_,4.38µm
_00136_,4.38µm
_00163_,4.38µm
_00276_,4.38µm
_00321_,4.38µm
_00408_,4.38µm
_00432_,4.38µm
_00451_,4.38µm
_00457_,4.38µm
_00484_,4.38µm
_00491_,4.38µm
_00523_,4.38µm
_00538_,4.38µm
_00597_,4.38µm
_00600_,4.38µm
_00610_,4.38µm
_00669_,4.38µm
_00709_,4.38µm
_00756_,4.38µm
_00787_,4.38µm
_00839_,4.38µm
_00845_,4.38µm
_00848_,4.38µm
_00859_,4.38µm
_00861_,4.38µm
_00876_,4.38µm
_00955_,4.38µm
_00960_,4.38µm
_00999_,4.38µm
_01005_,4.38µm
_01007_,4.38µm
_01014_,4.38µm
_01019_,4.38µm
_01023_,4.38µm
_01053_,4.38µm
_01055_,4.38µm
_01103_,4.38µm
_01154_,4.38µm
_01241_,4.38µm
_01278_,4.38µm
_01284_,4.38µm
_01286_,4.38µm
_01307_,4.38µm
_01492_,4.38µm
_01538_,4.38µm
_01547_,4.38µm
_01561_,4.38µm
_01590_,4.38µm
_01742_,4.38µm
_01755_,4.38µm
_01786_,4.38µm
_01936_,4.38µm
_02293_,4.38µm
_02299_,4.38µm
_02835_,4.38µm
_02839_,4.38µm
_02844_,4.38µm
_02955_,4.38µm
_03029_,4.38µm
_03041_,4.38µm
_03211_,4.38µm
_03522_,4.38µm
_03699_,4.38µm
_03750_,4.38µm
_03801_,4.38µm
_03974_,4.38µm
_04021_,4.38µm
_04343_,4.38µm
_04510_,4.38µm
_04600_,4.38µm
_04742_,4.38µm
_05027_,4.38µm
_05414_,4.38µm
_06022_,4.38µm
_06034_,4.38µm
_06744_,4.38µm
comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[28\],4.38µm
_01563_,4.33µm
_01799_,4.33µm
_02328_,4.33µm
_02811_,4.33µm
_02888_,4.33µm
_03569_,4.33µm
_04286_,4.33µm
_06260_,4.33µm
_06339_,4.33µm
_06542_,4.33µm
comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[9\],4.33µm
_03218_,4.325µm
_00480_,4.32µm
_02462_,4.32µm
_02994_,4.32µm
_03137_,4.32µm
_03832_,4.32µm
_06618_,4.32µm
net1123,4.32µm
net1131,4.32µm
net1149,4.32µm
net1179,4.32µm
net1180,4.32µm
net1182,4.32µm
net1189,4.32µm
net1200,4.32µm
net1271,4.32µm
net1285,4.32µm
net1287,4.32µm
net1288,4.32µm
net1305,4.32µm
net1312,4.32µm
net1420,4.32µm
net1434,4.32µm
net1465,4.32µm
net1475,4.32µm
net1491,4.32µm
net1548,4.32µm
net1580,4.32µm
net1634,4.32µm
net1652,4.32µm
net1658,4.32µm
net1676,4.32µm
net1728,4.32µm
net1737,4.32µm
net1740,4.32µm
net1810,4.32µm
net1847,4.32µm
net1872,4.32µm
_02611_,4.295µm
_00124_,4.27µm
_00446_,4.27µm
_00696_,4.27µm
_01213_,4.27µm
_03571_,4.27µm
_03968_,4.27µm
_04529_,4.27µm
_00145_,4.26µm
_00835_,4.26µm
_00857_,4.26µm
_00868_,4.26µm
_00879_,4.26µm
_00897_,4.26µm
_00912_,4.26µm
_00934_,4.26µm
_00938_,4.26µm
_00949_,4.26µm
_00970_,4.26µm
_00994_,4.26µm
_01008_,4.26µm
_01016_,4.26µm
_01049_,4.26µm
_01104_,4.26µm
_01205_,4.26µm
_01211_,4.26µm
_01216_,4.26µm
_01279_,4.26µm
_01296_,4.26µm
_01300_,4.26µm
_01306_,4.26µm
_03501_,4.26µm
_05173_,4.26µm
_06177_,4.26µm
_06733_,4.26µm
_04672_,4.24µm
_02965_,4.23µm
_05574_,4.23µm
_05039_,4.21µm
_00157_,4.2µm
_00206_,4.2µm
_01711_,4.2µm
_02621_,4.2µm
_02674_,4.2µm
_02710_,4.2µm
_02865_,4.2µm
_03802_,4.2µm
_03881_,4.2µm
_04747_,4.2µm
_05818_,4.2µm
_05842_,4.2µm
_06267_,4.2µm
net1137,4.2µm
net1159,4.2µm
net1190,4.2µm
net1192,4.2µm
net1204,4.2µm
net1225,4.2µm
net1329,4.2µm
net1419,4.2µm
net1428,4.2µm
net1431,4.2µm
net1446,4.2µm
net1619,4.2µm
net1627,4.2µm
net1681,4.2µm
net1723,4.2µm
net1724,4.2µm
net1819,4.2µm
net1838,4.2µm
net1850,4.2µm
net1877,4.2µm
_00073_,4.195µm
_00287_,4.195µm
_03150_,4.195µm
_04128_,4.195µm
_04844_,4.195µm
_02320_,4.19µm
_02069_,4.175µm
_00555_,4.17µm
_05397_,4.14µm
comm_mem_u0.reg_img_u9.Register_Imag_DataInBUS\[29\],4.14µm
_02376_,4.135µm
_01881_,4.13µm
_02795_,4.13µm
_02513_,4.125µm
_03484_,4.125µm
_05338_,4.125µm
_02226_,4.11µm
_04773_,4.11µm
_00104_,4.1µm
_00122_,4.1µm
_00131_,4.1µm
_00205_,4.1µm
_00259_,4.1µm
_00309_,4.1µm
_01666_,4.1µm
_01794_,4.1µm
_02003_,4.1µm
_02073_,4.1µm
_02404_,4.1µm
_02689_,4.1µm
_02794_,4.1µm
_03171_,4.1µm
_03504_,4.1µm
_03749_,4.1µm
_04361_,4.1µm
_04839_,4.1µm
_05146_,4.1µm
_05177_,4.1µm
_05845_,4.1µm
_06238_,4.1µm
_06239_,4.1µm
_06372_,4.1µm
_06394_,4.1µm
_06551_,4.1µm
_00048_,4.09µm
_00049_,4.09µm
_00053_,4.09µm
_00054_,4.09µm
_00080_,4.09µm
_00083_,4.09µm
_00098_,4.09µm
_00100_,4.09µm
_00186_,4.09µm
_00215_,4.09µm
_00217_,4.09µm
_00218_,4.09µm
_00222_,4.09µm
_00223_,4.09µm
_00230_,4.09µm
_00238_,4.09µm
_00249_,4.09µm
_00279_,4.09µm
_00281_,4.09µm
_00283_,4.09µm
_00285_,4.09µm
_00292_,4.09µm
_00294_,4.09µm
_00300_,4.09µm
_00314_,4.09µm
_02469_,4.09µm
_02733_,4.09µm
_02840_,4.09µm
_03321_,4.09µm
_03659_,4.09µm
_03913_,4.09µm
_05358_,4.09µm
_06726_,4.09µm
net1145,4.09µm
net1155,4.09µm
net1173,4.09µm
net1341,4.09µm
net1358,4.09µm
net1362,4.09µm
net1388,4.09µm
net1418,4.09µm
net1447,4.09µm
net1466,4.09µm
net1480,4.09µm
net1482,4.09µm
net1509,4.09µm
net1516,4.09µm
net1536,4.09µm
net1544,4.09µm
net1550,4.09µm
net1552,4.09µm
net1569,4.09µm
net1648,4.09µm
net1663,4.09µm
net1668,4.09µm
net1694,4.09µm
net1698,4.09µm
net1734,4.09µm
net1746,4.09µm
net1769,4.09µm
net1777,4.09µm
net1785,4.09µm
net1798,4.09µm
net1807,4.09µm
net1831,4.09µm
net1841,4.09µm
_01167_,4.08µm
_02346_,4.08µm
_02752_,4.08µm
_03009_,4.08µm
_03411_,4.08µm
_03710_,4.08µm
_04854_,4.08µm
_05241_,4.08µm
_06237_,4.08µm
_06245_,4.08µm
_06273_,4.08µm
_06467_,4.08µm
_06615_,4.08µm
_06634_,4.08µm
net1641,4.08µm
_04814_,4.07µm
_00501_,4.065µm
_01190_,4.065µm
_01262_,4.065µm
_01198_,4.06µm
_03222_,4.04µm
_03313_,4.04µm
_00479_,4.03µm
_02004_,4.03µm
_02145_,4.03µm
_03628_,4.03µm
_03901_,4.03µm
_03914_,4.03µm
_05693_,4.03µm
_00370_,4.02µm
_00383_,4.02µm
_00435_,4.02µm
_00438_,4.02µm
_00455_,4.02µm
_00458_,4.02µm
_00487_,4.02µm
_00506_,4.02µm
_00534_,4.02µm
_00549_,4.02µm
_00641_,4.02µm
_00680_,4.02µm
_01032_,4.02µm
_01074_,4.02µm
_01089_,4.02µm
_06702_,4.02µm
_03817_,4.005µm
_02233_,3.965µm
_00060_,3.96µm
_00116_,3.96µm
_00260_,3.96µm
_01177_,3.96µm
_01540_,3.96µm
_01605_,3.96µm
_01706_,3.96µm
_01730_,3.96µm
_02443_,3.96µm
