net,length_um
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[6\],6.67µm
_05021_,6.665µm
_00880_,6.66µm
_00959_,6.66µm
_01004_,6.66µm
_01021_,6.66µm
_01043_,6.66µm
_01095_,6.66µm
_01228_,6.66µm
_05439_,6.655µm
_06378_,6.655µm
_04548_,6.645µm
_06570_,6.645µm
_03166_,6.62µm
_03291_,6.62µm
_05826_,6.62µm
_02591_,6.61µm
_02995_,6.61µm
_03476_,6.61µm
_03544_,6.61µm
_04713_,6.61µm
_05842_,6.61µm
_06168_,6.61µm
net1248,6.61µm
net1365,6.61µm
net1387,6.61µm
net1448,6.61µm
net1485,6.61µm
net1581,6.61µm
net1628,6.61µm
net1724,6.61µm
net1740,6.61µm
net1755,6.61µm
_00330_,6.6µm
_00676_,6.6µm
_01120_,6.6µm
_01201_,6.6µm
_01294_,6.6µm
_01402_,6.6µm
_01473_,6.6µm
_02514_,6.6µm
_03210_,6.6µm
_03551_,6.6µm
_04025_,6.6µm
_04214_,6.6µm
_06274_,6.6µm
_06520_,6.6µm
net1120,6.6µm
net1219,6.6µm
net1340,6.6µm
net1558,6.6µm
net1597,6.6µm
net1711,6.6µm
net1789,6.6µm
_01548_,6.595µm
_03028_,6.595µm
_03032_,6.595µm
_03096_,6.595µm
_03460_,6.595µm
_03613_,6.595µm
_04320_,6.595µm
_04591_,6.595µm
_05093_,6.595µm
_05596_,6.595µm
_06731_,6.595µm
_00888_,6.58µm
_00926_,6.58µm
_02634_,6.58µm
_03289_,6.58µm
_04962_,6.58µm
_03493_,6.57µm
_05384_,6.56µm
_00753_,6.55µm
_00960_,6.55µm
_01285_,6.55µm
_01286_,6.55µm
_01303_,6.55µm
_03346_,6.55µm
_00381_,6.54µm
_01130_,6.54µm
_01345_,6.54µm
_02445_,6.54µm
_04939_,6.54µm
_05616_,6.535µm
_05862_,6.535µm
_06246_,6.535µm
_06638_,6.535µm
_04760_,6.505µm
_00509_,6.5µm
_03355_,6.5µm
_04173_,6.5µm
_04257_,6.5µm
_04703_,6.5µm
_05999_,6.5µm
_06053_,6.5µm
_06598_,6.5µm
_06665_,6.5µm
_00232_,6.49µm
_01916_,6.49µm
_02595_,6.49µm
_04255_,6.49µm
_04267_,6.49µm
_04289_,6.49µm
_04609_,6.49µm
_05434_,6.49µm
_05450_,6.49µm
_05539_,6.49µm
_05582_,6.49µm
_06016_,6.49µm
_06018_,6.49µm
_06240_,6.49µm
_06437_,6.49µm
_06500_,6.49µm
_06572_,6.49µm
net1158,6.49µm
net1163,6.49µm
net1194,6.49µm
net1207,6.49µm
net1237,6.49µm
net1241,6.49µm
net1330,6.49µm
net1383,6.49µm
net1389,6.49µm
net1493,6.49µm
net1582,6.49µm
net1583,6.49µm
net1610,6.49µm
net1754,6.49µm
net1773,6.49µm
net1793,6.49µm
net1845,6.49µm
net1848,6.49µm
net1851,6.49µm
_05341_,6.485µm
_05790_,6.485µm
_00043_,6.48µm
_00222_,6.48µm
_02209_,6.48µm
_02915_,6.48µm
_05600_,6.48µm
net1433,6.48µm
net1461,6.48µm
cnn_inst.proc_u0.cnn_ctrl_u0.cnn_inst.state\[4\],6.48µm
_06191_,6.45µm
_03193_,6.44µm
_05635_,6.44µm
_06669_,6.44µm
_02772_,6.43µm
_03531_,6.43µm
_06266_,6.43µm
net1638,6.425µm
_00505_,6.42µm
_03571_,6.42µm
net1165,6.39µm
net1195,6.39µm
_02856_,6.38µm
_05252_,6.38µm
_06660_,6.38µm
_02881_,6.37µm
_06243_,6.37µm
_00007_,6.36µm
_00508_,6.36µm
_00530_,6.36µm
_00783_,6.36µm
_00856_,6.36µm
_01003_,6.36µm
_01162_,6.36µm
_01165_,6.36µm
_02222_,6.36µm
_04221_,6.36µm
_06388_,6.36µm
_00291_,6.345µm
_03191_,6.345µm
_00555_,6.31µm
_00582_,6.31µm
_00650_,6.31µm
_00660_,6.31µm
_01168_,6.31µm
_05175_,6.31µm
_03152_,6.305µm
_00389_,6.3µm
_00491_,6.3µm
_00678_,6.3µm
_00874_,6.3µm
_01070_,6.3µm
_01090_,6.3µm
_01220_,6.3µm
_01665_,6.3µm
_01903_,6.3µm
_02348_,6.3µm
_02614_,6.3µm
_03331_,6.3µm
_03440_,6.3µm
_04031_,6.3µm
_04493_,6.3µm
_04587_,6.3µm
_04833_,6.3µm
_04866_,6.3µm
_05955_,6.3µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[1\],6.3µm
_05441_,6.29µm
net1888,6.285µm
_00430_,6.27µm
_03780_,6.27µm
_05334_,6.27µm
_01025_,6.255µm
_01969_,6.25µm
_02251_,6.25µm
_02283_,6.25µm
_02863_,6.25µm
_03167_,6.25µm
_03509_,6.25µm
_03648_,6.25µm
_03799_,6.25µm
_04114_,6.25µm
_04770_,6.25µm
_04800_,6.25µm
_05299_,6.25µm
_05592_,6.25µm
_05743_,6.25µm
_06110_,6.25µm
_06790_,6.25µm
_06814_,6.25µm
net1217,6.25µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[14\],6.25µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[8\],6.25µm
_02434_,6.24µm
_04150_,6.24µm
_05860_,6.24µm
net1374,6.24µm
net1450,6.24µm
net1467,6.24µm
cnn_inst.comm_mem_u0.reg_img_u8.Register_Imag_DataInBUS\[20\],6.24µm
_03312_,6.235µm
_00887_,6.225µm
_03183_,6.215µm
_03815_,6.205µm
_00004_,6.19µm
_00109_,6.19µm
_00356_,6.19µm
_00616_,6.19µm
_00656_,6.19µm
_00723_,6.19µm
_00790_,6.19µm
_00819_,6.19µm
_00882_,6.19µm
_00908_,6.19µm
_00943_,6.19µm
_00961_,6.19µm
_00989_,6.19µm
_01005_,6.19µm
_01298_,6.19µm
_01302_,6.19µm
_01523_,6.19µm
_01663_,6.19µm
_02261_,6.19µm
_02338_,6.19µm
_03552_,6.19µm
_03563_,6.19µm
_03653_,6.19µm
_03897_,6.19µm
_03922_,6.19µm
_03935_,6.19µm
_04434_,6.19µm
_04474_,6.19µm
_04589_,6.19µm
_06507_,6.19µm
_06725_,6.19µm
_06810_,6.19µm
_06816_,6.19µm
_06817_,6.19µm
_00493_,6.18µm
_01098_,6.18µm
_03110_,6.18µm
_04503_,6.18µm
_04779_,6.18µm
_05085_,6.175µm
_01191_,6.165µm
_03451_,6.14µm
_06812_,6.14µm
_03851_,6.13µm
_05769_,6.13µm
net1174,6.13µm
net1362,6.13µm
net1369,6.13µm
net1654,6.13µm
net1693,6.13µm
net1860,6.13µm
_04043_,6.125µm
_00463_,6.12µm
_01474_,6.12µm
_02153_,6.12µm
_02188_,6.12µm
_02323_,6.12µm
_02369_,6.12µm
_02509_,6.12µm
_02774_,6.12µm
_02913_,6.12µm
_03085_,6.12µm
_03188_,6.12µm
_03301_,6.12µm
_03477_,6.12µm
_04262_,6.12µm
_04799_,6.12µm
_06339_,6.12µm
_06539_,6.12µm
_06574_,6.12µm
_06743_,6.12µm
_06798_,6.12µm
net1161,6.12µm
net1164,6.12µm
net1169,6.12µm
net1197,6.12µm
net1265,6.12µm
net1309,6.12µm
net1338,6.12µm
net1347,6.12µm
net1464,6.12µm
net1588,6.12µm
net1615,6.12µm
net1633,6.12µm
net1663,6.12µm
net1721,6.12µm
net1726,6.12µm
net1735,6.12µm
net1751,6.12µm
net1753,6.12µm
net1760,6.12µm
net1762,6.12µm
net1765,6.12µm
net1802,6.12µm
net1846,6.12µm
net1861,6.12µm
net1870,6.12µm
_02585_,6.115µm
_03924_,6.115µm
_04035_,6.115µm
_04210_,6.115µm
_05429_,6.115µm
_05906_,6.115µm
_03805_,6.11µm
_01057_,6.1µm
_04874_,6.1µm
_03598_,6.09µm
_06525_,6.075µm
net1869,6.075µm
_03098_,6.07µm
_02155_,6.06µm
_02371_,6.06µm
_02745_,6.06µm
_02761_,6.06µm
_04264_,6.06µm
_04887_,6.06µm
_05129_,6.06µm
_06042_,6.06µm
_03641_,6.055µm
_06622_,6.055µm
_03070_,6.045µm
_01888_,6.04µm
_04458_,6.04µm
_02573_,6.035µm
_06289_,6.03µm
_04941_,6.025µm
_00135_,6.02µm
_00138_,6.02µm
_00203_,6.02µm
_01283_,6.02µm
_03988_,6.02µm
_04409_,6.02µm
_04420_,6.02µm
_04481_,6.02µm
_04682_,6.02µm
_05370_,6.02µm
_05594_,6.02µm
_06392_,6.02µm
_06426_,6.02µm
_06436_,6.02µm
_06439_,6.02µm
_06604_,6.02µm
_02701_,6.01µm
_03293_,6.01µm
_04076_,6.01µm
_04342_,6.01µm
_04892_,6.01µm
_04900_,6.01µm
_05187_,6.01µm
_05498_,6.01µm
_05662_,6.01µm
_05886_,6.01µm
_06310_,6.01µm
_06316_,6.01µm
_06390_,6.01µm
_06495_,6.01µm
net1173,6.01µm
net1216,6.01µm
net1377,6.01µm
net1380,6.01µm
net1531,6.01µm
net1537,6.01µm
net1620,6.01µm
net1831,6.01µm
net1857,6.01µm
_01241_,6µm
_02025_,6µm
_02204_,6µm
_02438_,6µm
_02934_,6µm
_03092_,6µm
_04142_,6µm
_04321_,6µm
_04407_,6µm
_05740_,6µm
_06702_,6µm
_04341_,5.96µm
_01648_,5.94µm
_02652_,5.94µm
_04293_,5.94µm
_04521_,5.94µm
_06349_,5.935µm
_00185_,5.925µm
_01647_,5.925µm
_01976_,5.925µm
_04775_,5.925µm
_05141_,5.91µm
net1559,5.91µm
_05027_,5.9µm
_00432_,5.88µm
_00461_,5.88µm
_02027_,5.88µm
_02231_,5.88µm
_02805_,5.88µm
_02955_,5.88µm
_06305_,5.88µm
_01205_,5.865µm
_01940_,5.865µm
_05503_,5.865µm
_01881_,5.86µm
_00393_,5.85µm
_00490_,5.83µm
_00664_,5.83µm
_00694_,5.83µm
_00704_,5.83µm
_02587_,5.83µm
_00197_,5.82µm
_00311_,5.82µm
_00421_,5.82µm
_00451_,5.82µm
_00815_,5.82µm
_00924_,5.82µm
_00976_,5.82µm
_01219_,5.82µm
_01581_,5.82µm
_01585_,5.82µm
_02040_,5.82µm
_02220_,5.82µm
_02517_,5.82µm
_02648_,5.82µm
_03439_,5.82µm
_03591_,5.82µm
_03832_,5.82µm
_03882_,5.82µm
_04586_,5.82µm
_05669_,5.82µm
_05782_,5.82µm
_05814_,5.82µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[11\],5.82µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[4\],5.82µm
_05773_,5.805µm
net1316,5.805µm
_00569_,5.79µm
_03014_,5.775µm
_03704_,5.775µm
_01472_,5.77µm
_01633_,5.77µm
_01977_,5.77µm
_02164_,5.77µm
_02401_,5.77µm
_02503_,5.77µm
_02730_,5.77µm
_02781_,5.77µm
_03019_,5.77µm
_03247_,5.77µm
_03354_,5.77µm
_04306_,5.77µm
_04585_,5.77µm
_04741_,5.77µm
_05178_,5.77µm
_05305_,5.77µm
_05651_,5.77µm
_05775_,5.77µm
_06054_,5.77µm
_06317_,5.77µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[6\],5.77µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[7\],5.77µm
_00323_,5.76µm
_02914_,5.76µm
_03982_,5.76µm
_04311_,5.76µm
net1186,5.76µm
net1269,5.76µm
net1399,5.76µm
net1578,5.76µm
net1770,5.76µm
net1818,5.76µm
_04226_,5.755µm
_02388_,5.745µm
_02568_,5.745µm
_02066_,5.715µm
_06166_,5.715µm
_00183_,5.71µm
_00236_,5.71µm
_00404_,5.71µm
_00465_,5.71µm
_00548_,5.71µm
_00816_,5.71µm
_00855_,5.71µm
_01001_,5.71µm
_01571_,5.71µm
_01872_,5.71µm
_01941_,5.71µm
_01997_,5.71µm
_02419_,5.71µm
_02810_,5.71µm
_03067_,5.71µm
_03106_,5.71µm
_03228_,5.71µm
_03277_,5.71µm
_03401_,5.71µm
_03502_,5.71µm
_03695_,5.71µm
_03768_,5.71µm
_04725_,5.71µm
_04759_,5.71µm
_04805_,5.71µm
_05394_,5.71µm
_06024_,5.71µm
_06073_,5.71µm
_06122_,5.71µm
_06155_,5.71µm
_06206_,5.71µm
_06262_,5.71µm
_00477_,5.7µm
_01011_,5.7µm
_01720_,5.7µm
_03348_,5.695µm
_04082_,5.69µm
_04087_,5.685µm
_06075_,5.685µm
net1463,5.685µm
_05845_,5.675µm
_04466_,5.67µm
_06003_,5.67µm
_02489_,5.665µm
_00374_,5.65µm
_02450_,5.65µm
_03094_,5.65µm
_03212_,5.65µm
_03766_,5.65µm
_04201_,5.65µm
_04953_,5.65µm
_06667_,5.65µm
net1181,5.65µm
net1185,5.65µm
net1225,5.65µm
net1227,5.65µm
net1255,5.65µm
net1342,5.65µm
net1405,5.65µm
net1408,5.65µm
net1417,5.65µm
net1469,5.65µm
net1481,5.65µm
net1504,5.65µm
net1509,5.65µm
net1653,5.65µm
net1672,5.65µm
net1809,5.65µm
net1839,5.65µm
net1849,5.65µm
net1880,5.65µm
_00087_,5.64µm
_01125_,5.64µm
_01292_,5.64µm
_02195_,5.64µm
_02926_,5.64µm
_02958_,5.64µm
_03045_,5.64µm
_03930_,5.64µm
_04476_,5.64µm
_04622_,5.64µm
_06345_,5.64µm
_06404_,5.64µm
_06427_,5.64µm
_06579_,5.64µm
_06580_,5.64µm
_06686_,5.64µm
net1118,5.64µm
net1122,5.64µm
net1125,5.64µm
net1129,5.64µm
net1145,5.64µm
net1147,5.64µm
net1148,5.64µm
net1171,5.64µm
net1182,5.64µm
net1188,5.64µm
net1199,5.64µm
net1201,5.64µm
net1208,5.64µm
net1236,5.64µm
net1239,5.64µm
net1240,5.64µm
net1242,5.64µm
net1245,5.64µm
net1246,5.64µm
net1249,5.64µm
net1253,5.64µm
net1258,5.64µm
net1260,5.64µm
net1262,5.64µm
net1270,5.64µm
net1272,5.64µm
net1275,5.64µm
net1279,5.64µm
net1280,5.64µm
net1282,5.64µm
net1284,5.64µm
net1286,5.64µm
net1293,5.64µm
net1298,5.64µm
net1300,5.64µm
net1303,5.64µm
net1305,5.64µm
net1306,5.64µm
net1318,5.64µm
net1320,5.64µm
net1325,5.64µm
net1332,5.64µm
net1333,5.64µm
net1334,5.64µm
net1336,5.64µm
net1337,5.64µm
net1344,5.64µm
net1346,5.64µm
net1350,5.64µm
net1353,5.64µm
net1356,5.64µm
net1359,5.64µm
net1361,5.64µm
net1364,5.64µm
net1370,5.64µm
net1381,5.64µm
net1385,5.64µm
net1386,5.64µm
net1394,5.64µm
net1400,5.64µm
net1404,5.64µm
net1406,5.64µm
net1414,5.64µm
net1418,5.64µm
net1419,5.64µm
net1421,5.64µm
net1423,5.64µm
net1425,5.64µm
net1437,5.64µm
net1440,5.64µm
net1453,5.64µm
net1471,5.64µm
net1472,5.64µm
net1473,5.64µm
net1477,5.64µm
net1478,5.64µm
net1480,5.64µm
net1484,5.64µm
net1488,5.64µm
net1490,5.64µm
net1492,5.64µm
net1497,5.64µm
net1510,5.64µm
net1519,5.64µm
net1525,5.64µm
net1543,5.64µm
net1544,5.64µm
net1546,5.64µm
net1547,5.64µm
net1550,5.64µm
net1553,5.64µm
net1555,5.64µm
net1557,5.64µm
net1563,5.64µm
net1567,5.64µm
net1568,5.64µm
net1570,5.64µm
net1573,5.64µm
net1580,5.64µm
net1589,5.64µm
net1590,5.64µm
net1592,5.64µm
net1594,5.64µm
net1604,5.64µm
net1613,5.64µm
net1621,5.64µm
net1629,5.64µm
net1637,5.64µm
net1639,5.64µm
net1650,5.64µm
net1655,5.64µm
net1656,5.64µm
net1665,5.64µm
net1670,5.64µm
net1671,5.64µm
net1678,5.64µm
net1689,5.64µm
net1694,5.64µm
net1697,5.64µm
net1700,5.64µm
net1702,5.64µm
net1703,5.64µm
net1707,5.64µm
net1714,5.64µm
net1715,5.64µm
net1718,5.64µm
net1722,5.64µm
net1725,5.64µm
net1727,5.64µm
net1729,5.64µm
net1734,5.64µm
net1737,5.64µm
net1741,5.64µm
net1746,5.64µm
net1748,5.64µm
net1758,5.64µm
net1761,5.64µm
net1763,5.64µm
net1779,5.64µm
net1794,5.64µm
net1799,5.64µm
net1808,5.64µm
net1817,5.64µm
net1822,5.64µm
net1824,5.64µm
net1827,5.64µm
net1843,5.64µm
net1853,5.64µm
net1854,5.64µm
net1864,5.64µm
net1877,5.64µm
net1878,5.64µm
net1881,5.64µm
net1882,5.64µm
net1892,5.64µm
net1111,5.64µm
_02563_,5.635µm
_03126_,5.635µm
_05948_,5.635µm
_02689_,5.62µm
net1218,5.595µm
_00679_,5.59µm
_00859_,5.59µm
_00498_,5.58µm
_01112_,5.58µm
_01912_,5.58µm
_04400_,5.58µm
_04715_,5.58µm
_04837_,5.58µm
_00104_,5.54µm
_02167_,5.54µm
_03394_,5.54µm
_03426_,5.54µm
_05874_,5.54µm
_05993_,5.54µm
_06296_,5.54µm
_06366_,5.54µm
_06377_,5.54µm
_06382_,5.54µm
_06384_,5.54µm
_06402_,5.54µm
_06423_,5.54µm
_06428_,5.54µm
_06438_,5.54µm
_06459_,5.54µm
_06475_,5.54µm
_06534_,5.54µm
_06535_,5.54µm
_06554_,5.54µm
_06559_,5.54µm
_06565_,5.54µm
_06567_,5.54µm
_06597_,5.54µm
_06613_,5.54µm
_06629_,5.54µm
_06652_,5.54µm
_06696_,5.54µm
_01504_,5.53µm
_02465_,5.53µm
_02495_,5.53µm
_02556_,5.53µm
_02826_,5.53µm
_02898_,5.53µm
_03722_,5.53µm
_03890_,5.53µm
_04094_,5.53µm
_04461_,5.53µm
_04679_,5.53µm
_04871_,5.53µm
_05996_,5.53µm
_06299_,5.53µm
_06383_,5.53µm
_06617_,5.53µm
_02690_,5.52µm
_03532_,5.52µm
_04565_,5.52µm
_06313_,5.52µm
_06793_,5.51µm
_02654_,5.505µm
_03497_,5.5µm
_02588_,5.47µm
_00687_,5.46µm
_00706_,5.46µm
_01143_,5.46µm
_01178_,5.46µm
_05347_,5.46µm
_00320_,5.445µm
_02285_,5.43µm
net1403,5.43µm
net1439,5.43µm
_02883_,5.42µm
_00824_,5.415µm
_00096_,5.4µm
_00207_,5.4µm
_00221_,5.4µm
_00252_,5.4µm
_00262_,5.4µm
_00263_,5.4µm
_01273_,5.4µm
_01480_,5.4µm
_01554_,5.4µm
_01781_,5.4µm
_02414_,5.4µm
_03409_,5.4µm
_04069_,5.4µm
_04073_,5.4µm
_04734_,5.4µm
net1141,5.4µm
net1150,5.4µm
net1465,5.4µm
net1577,5.4µm
net1739,5.4µm
net1803,5.4µm
net1889,5.4µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[1\],5.4µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[1\],5.4µm
cnn_inst.proc_u0.cnn_ctrl_u0.state\[1\],5.39µm
_00653_,5.385µm
_01614_,5.385µm
_02977_,5.38µm
_03418_,5.365µm
_00376_,5.35µm
_00513_,5.35µm
_00702_,5.35µm
_01096_,5.35µm
_01114_,5.35µm
_01176_,5.35µm
_01187_,5.35µm
_01244_,5.35µm
_02553_,5.35µm
_04276_,5.35µm
_00139_,5.34µm
_00334_,5.34µm
_00434_,5.34µm
_00564_,5.34µm
_00714_,5.34µm
_00779_,5.34µm
_00963_,5.34µm
_01108_,5.34µm
_01243_,5.34µm
_01277_,5.34µm
_02349_,5.34µm
_03199_,5.34µm
_03261_,5.34µm
_03337_,5.34µm
_03826_,5.34µm
_04769_,5.34µm
_04854_,5.34µm
_04963_,5.34µm
_05233_,5.34µm
_06001_,5.34µm
_06131_,5.34µm
_06151_,5.34µm
_06803_,5.34µm
cnn_inst.comm_mem_u0.o_img_row00\[24\],5.34µm
cnn_inst.comm_mem_u0.reg_wgt_u1.Register_Weight_DataInBUS\[7\],5.34µm
_02843_,5.335µm
_02637_,5.31µm
_03574_,5.31µm
_00148_,5.29µm
_00169_,5.29µm
_00179_,5.29µm
_00379_,5.29µm
_01501_,5.29µm
_01557_,5.29µm
_01671_,5.29µm
_02248_,5.29µm
_02564_,5.29µm
_04029_,5.29µm
_04370_,5.29µm
_04542_,5.29µm
_04727_,5.29µm
_04782_,5.29µm
_05517_,5.29µm
_05833_,5.29µm
_05872_,5.29µm
_06061_,5.29µm
_06308_,5.29µm
_06530_,5.29µm
_06818_,5.29µm
_01227_,5.285µm
_02552_,5.28µm
_02619_,5.28µm
_04426_,5.28µm
_04439_,5.28µm
_05268_,5.28µm
net1247,5.28µm
net1313,5.28µm
net1357,5.28µm
net1371,5.28µm
net1375,5.28µm
net1378,5.28µm
net1384,5.28µm
net1434,5.28µm
net1548,5.28µm
net1640,5.28µm
net1667,5.28µm
net1756,5.28µm
net1772,5.28µm
net1825,5.28µm
net1842,5.28µm
_06335_,5.25µm
net1436,5.235µm
_00225_,5.23µm
_00384_,5.23µm
_00400_,5.23µm
_00523_,5.23µm
_00904_,5.23µm
_01131_,5.23µm
_01203_,5.23µm
_01210_,5.23µm
_01497_,5.23µm
_01507_,5.23µm
_01626_,5.23µm
_01638_,5.23µm
_02703_,5.23µm
_02779_,5.23µm
_02946_,5.23µm
_03625_,5.23µm
_03952_,5.23µm
_04157_,5.23µm
_04247_,5.23µm
_04348_,5.23µm
_04660_,5.23µm
_05857_,5.23µm
_00060_,5.22µm
_00076_,5.22µm
_00736_,5.22µm
_00793_,5.22µm
_00957_,5.22µm
_01217_,5.22µm
_01268_,5.22µm
_01281_,5.22µm
_02734_,5.22µm
_04496_,5.22µm
_05416_,5.22µm
_06161_,5.22µm
_06778_,5.22µm
_06782_,5.22µm
_03739_,5.205µm
_03592_,5.2µm
_02346_,5.195µm
_01960_,5.19µm
_04335_,5.17µm
net1114,5.17µm
net1136,5.17µm
net1210,5.17µm
net1213,5.17µm
net1278,5.17µm
net1295,5.17µm
net1319,5.17µm
net1341,5.17µm
net1349,5.17µm
net1447,5.17µm
net1474,5.17µm
net1502,5.17µm
net1513,5.17µm
net1526,5.17µm
net1532,5.17µm
net1565,5.17µm
net1587,5.17µm
net1607,5.17µm
net1800,5.17µm
net1837,5.17µm
net1855,5.17µm
_00052_,5.16µm
_00177_,5.16µm
_01182_,5.16µm
_02694_,5.16µm
_03137_,5.16µm
_03174_,5.16µm
_03589_,5.16µm
_03687_,5.16µm
_03701_,5.16µm
_04777_,5.16µm
_04886_,5.16µm
_05081_,5.16µm
_06322_,5.16µm
_06407_,5.16µm
_06454_,5.16µm
_06518_,5.16µm
_06536_,5.16µm
_06555_,5.16µm
_06585_,5.16µm
net1156,5.16µm
net1230,5.16µm
net1310,5.16µm
net1311,5.16µm
net1398,5.16µm
net1410,5.16µm
net1459,5.16µm
net1539,5.16µm
net1541,5.16µm
net1556,5.16µm
net1571,5.16µm
net1627,5.16µm
net1648,5.16µm
net1695,5.16µm
net1757,5.16µm
net1777,5.16µm
_01565_,5.155µm
_02086_,5.155µm
_02425_,5.155µm
_02821_,5.155µm
_02893_,5.155µm
_04004_,5.155µm
_04513_,5.155µm
_04754_,5.155µm
_04910_,5.155µm
_05206_,5.155µm
_04044_,5.12µm
_00672_,5.1µm
_02506_,5.1µm
_02741_,5.1µm
_02775_,5.1µm
_01906_,5.085µm
_04883_,5.08µm
_00160_,5.06µm
_00365_,5.06µm
_00401_,5.06µm
_01312_,5.06µm
_01610_,5.06µm
_01779_,5.06µm
_02820_,5.06µm
_03161_,5.06µm
_03422_,5.06µm
_04165_,5.06µm
_04170_,5.06µm
_04216_,5.06µm
_06385_,5.06µm
_06389_,5.06µm
_06393_,5.06µm
_06566_,5.06µm
_06600_,5.06µm
_06605_,5.06µm
_06609_,5.06µm
_06621_,5.06µm
_06713_,5.06µm
_06726_,5.06µm
_06739_,5.06µm
_06795_,5.06µm
_01968_,5.05µm
_02427_,5.05µm
_03972_,5.05µm
_04017_,5.05µm
_04895_,5.05µm
_05407_,5.05µm
_05649_,5.05µm
_06076_,5.05µm
_06252_,5.05µm
_06442_,5.05µm
_06527_,5.05µm
_06586_,5.05µm
_02849_,5.04µm
_03356_,5.04µm
_05702_,5.04µm
net1885,5.04µm
_03452_,5.02µm
_00495_,5µm
_01225_,5µm
_03694_,5µm
_06502_,5µm
_03029_,4.99µm
_03567_,4.99µm
_05724_,4.99µm
_00659_,4.98µm
_01094_,4.98µm
_01142_,4.98µm
_02684_,4.98µm
_04801_,4.98µm
_00686_,4.96µm
net1736,4.95µm
_02254_,4.94µm
_03431_,4.94µm
_04788_,4.94µm
_04353_,4.93µm
net1482,4.93µm
_03750_,4.925µm
_01849_,4.92µm
_02148_,4.92µm
_02208_,4.92µm
_02215_,4.92µm
_03078_,4.92µm
_03443_,4.92µm
_03578_,4.92µm
_03616_,4.92µm
_04096_,4.92µm
_04298_,4.92µm
_04433_,4.92µm
_04756_,4.92µm
_05028_,4.92µm
_05106_,4.92µm
_05419_,4.92µm
_05960_,4.92µm
_06395_,4.92µm
_06557_,4.92µm
_06640_,4.92µm
_06643_,4.92µm
cnn_inst.acc0\[10\],4.92µm
cnn_inst.comm_mem_u0.o_img_row00\[29\],4.92µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[2\],4.92µm
_03124_,4.905µm
_03752_,4.905µm
_04291_,4.905µm
_04413_,4.905µm
_02768_,4.89µm
_00391_,4.87µm
_00395_,4.87µm
_00518_,4.87µm
_00563_,4.87µm
_00703_,4.87µm
_00720_,4.87µm
_01086_,4.87µm
_01106_,4.87µm
_01117_,4.87µm
_01190_,4.87µm
_01250_,4.87µm
_01265_,4.87µm
_02583_,4.865µm
_00231_,4.86µm
_00261_,4.86µm
_00353_,4.86µm
_00440_,4.86µm
_00557_,4.86µm
_00577_,4.86µm
_00581_,4.86µm
_00688_,4.86µm
_00780_,4.86µm
_00867_,4.86µm
_00980_,4.86µm
_01137_,4.86µm
_01282_,4.86µm
_01403_,4.86µm
_01493_,4.86µm
_01527_,4.86µm
_01670_,4.86µm
_02238_,4.86µm
_02413_,4.86µm
_02767_,4.86µm
_03026_,4.86µm
_03379_,4.86µm
_03762_,4.86µm
_04495_,4.86µm
_04977_,4.86µm
_05286_,4.86µm
_05512_,4.86µm
_05824_,4.86µm
_05980_,4.86µm
_06141_,4.86µm
_06163_,4.86µm
cnn_inst.comm_mem_u0.o_img_row01\[3\],4.86µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[4\],4.86µm
cnn_inst.comm_mem_u0.reg_wgt_u2.Register_Weight_DataInBUS\[2\],4.86µm
cnn_inst.comm_mem_u0.reg_wgt_u3.Register_Weight_DataInBUS\[10\],4.86µm
net1624,4.845µm
_00152_,4.81µm
_01314_,4.81µm
_01506_,4.81µm
_02350_,4.81µm
_02376_,4.81µm
_03081_,4.81µm
_03536_,4.81µm
_04907_,4.81µm
_04935_,4.81µm
_05169_,4.81µm
_05684_,4.81µm
_06414_,4.81µm
cnn_inst.comm_mem_u0.reg_wgt_u0.Register_Weight_DataInBUS\[12\],4.81µm
_01238_,4.8µm
_02443_,4.8µm
_04080_,4.8µm
_04151_,4.8µm
_04880_,4.8µm
_05264_,4.8µm
net1123,4.8µm
net1128,4.8µm
net1135,4.8µm
net1144,4.8µm
net1149,4.8µm
net1159,4.8µm
net1166,4.8µm
net1172,4.8µm
net1177,4.8µm
net1178,4.8µm
net1187,4.8µm
net1189,4.8µm
net1202,4.8µm
net1203,4.8µm
net1204,4.8µm
net1209,4.8µm
net1212,4.8µm
net1215,4.8µm
net1221,4.8µm
net1229,4.8µm
net1243,4.8µm
net1250,4.8µm
net1251,4.8µm
net1257,4.8µm
net1259,4.8µm
