Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_130_504,VSS,Metal1,249.3660,506.9800,0.000003
FILLER_130_499,VSS,Metal1,245.5200,506.5200,0.000003
FILLER_130_495,VSS,Metal1,244.3080,506.8960,0.000003
FILLER_130_484,VSS,Metal1,238.3200,506.5200,0.000006
FILLER_130_480,VSS,Metal1,237.1080,506.8960,0.000006
FILLER_130_473,VSS,Metal1,234.4860,506.9800,0.000006
FILLER_130_462,VSS,Metal1,229.2060,506.9800,0.000006
FILLER_130_424,VSS,Metal1,209.5200,506.5200,0.000005
FILLER_130_422,VSS,Metal1,208.8000,506.5200,0.000005
FILLER_130_415,VSS,Metal1,206.6460,506.9800,0.000004
FILLER_130_409,VSS,Metal1,202.3200,506.5200,0.000004
FILLER_130_340,VSS,Metal1,169.2000,506.5200,0.000056
FILLER_130_336,VSS,Metal1,167.9880,506.8960,0.000056
FILLER_130_299,VSS,Metal1,149.5200,506.5200,0.000071
FILLER_130_297,VSS,Metal1,148.8000,506.5200,0.000071
FILLER_130_290,VSS,Metal1,146.6460,506.9800,0.000071
FILLER_130_256,VSS,Metal1,129.1200,506.5200,0.000069
FILLER_130_252,VSS,Metal1,127.6680,506.8960,0.000068
FILLER_130_245,VSS,Metal1,125.0460,506.9800,0.000068
FILLER_130_238,VSS,Metal1,121.6860,506.9800,0.000068
FILLER_130_231,VSS,Metal1,118.3260,506.9800,0.000068
FILLER_130_224,VSS,Metal1,114.9660,506.9800,0.000068
FILLER_130_217,VSS,Metal1,111.6060,506.9800,0.000068
FILLER_130_210,VSS,Metal1,108.2460,506.9800,0.000068
FILLER_130_203,VSS,Metal1,104.8860,506.9800,0.000060
FILLER_130_196,VSS,Metal1,101.5260,506.9800,0.000020
FILLER_130_189,VSS,Metal1,98.1660,506.9800,0.000021
FILLER_130_182,VSS,Metal1,94.8060,506.9800,0.000021
FILLER_130_175,VSS,Metal1,91.4460,506.9800,0.000021
FILLER_130_168,VSS,Metal1,88.0860,506.9800,0.000025
FILLER_130_161,VSS,Metal1,84.7260,506.9800,0.000028
FILLER_130_154,VSS,Metal1,81.3660,506.9800,0.000014
FILLER_130_147,VSS,Metal1,78.0060,506.9800,0.000009
FILLER_130_140,VSS,Metal1,74.6460,506.9800,0.000008
FILLER_130_133,VSS,Metal1,71.2860,506.9800,0.000008
FILLER_130_126,VSS,Metal1,67.9260,506.9800,0.000007
FILLER_130_119,VSS,Metal1,64.5660,506.9800,0.000007
FILLER_130_112,VSS,Metal1,61.2060,506.9800,0.000006
FILLER_130_105,VSS,Metal1,57.8460,506.9800,0.000006
FILLER_130_98,VSS,Metal1,54.4860,506.9800,0.000005
FILLER_130_91,VSS,Metal1,51.1260,506.9800,0.000005
FILLER_130_84,VSS,Metal1,47.7660,506.9800,0.000004
FILLER_130_77,VSS,Metal1,44.4060,506.9800,0.000004
FILLER_130_70,VSS,Metal1,41.0460,506.9800,0.000003
FILLER_130_63,VSS,Metal1,37.6860,506.9800,0.000003
FILLER_130_56,VSS,Metal1,34.3260,506.9800,0.000002
FILLER_130_49,VSS,Metal1,30.9660,506.9800,0.000002
FILLER_130_42,VSS,Metal1,27.6060,506.9800,0.000001
FILLER_130_35,VSS,Metal1,24.2460,506.9800,0.000001
FILLER_130_28,VSS,Metal1,20.8860,506.9800,0.000001
FILLER_130_21,VSS,Metal1,17.5260,506.9800,0.000001
FILLER_130_14,VSS,Metal1,14.1660,506.9800,0.000001
FILLER_130_7,VSS,Metal1,10.8060,506.9800,0.000001
FILLER_130_0,VSS,Metal1,7.4460,506.9800,0.000001
FILLER_129_1042,VSS,Metal1,507.6060,506.0590,0.000001
FILLER_129_1035,VSS,Metal1,504.2460,506.0590,0.000001
FILLER_129_1028,VSS,Metal1,500.8860,506.0590,0.000001
FILLER_129_1021,VSS,Metal1,497.5260,506.0590,0.000001
FILLER_129_1014,VSS,Metal1,494.1660,506.0590,0.000001
FILLER_129_1007,VSS,Metal1,490.8060,506.0590,0.000001
FILLER_129_1000,VSS,Metal1,487.4460,506.0590,0.000001
FILLER_129_993,VSS,Metal1,484.0860,506.0590,0.000001
FILLER_129_986,VSS,Metal1,480.7260,506.0590,0.000001
FILLER_129_979,VSS,Metal1,477.3660,506.0590,0.000001
FILLER_129_972,VSS,Metal1,474.0060,506.0590,0.000002
FILLER_129_965,VSS,Metal1,470.6460,506.0590,0.000002
FILLER_129_958,VSS,Metal1,467.2860,506.0590,0.000003
FILLER_129_951,VSS,Metal1,463.9260,506.0590,0.000003
FILLER_129_946,VSS,Metal1,460.0800,506.5200,0.000007
FILLER_129_939,VSS,Metal1,458.1660,506.0590,0.000007
FILLER_129_929,VSS,Metal1,452.1600,506.5200,0.000031
FILLER_129_925,VSS,Metal1,450.7080,506.1430,0.000031
FILLER_129_918,VSS,Metal1,448.0860,506.0590,0.000031
FILLER_129_911,VSS,Metal1,444.7260,506.0590,0.000031
FILLER_129_905,VSS,Metal1,440.6400,506.5200,0.000031
FILLER_129_900,VSS,Metal1,438.0000,506.5200,0.000030
FILLER_129_891,VSS,Metal1,433.6800,506.5200,0.000025
FILLER_129_889,VSS,Metal1,432.9600,506.5200,0.000025
FILLER_129_882,VSS,Metal1,430.8060,506.0590,0.000024
FILLER_129_875,VSS,Metal1,427.4460,506.0590,0.000021
FILLER_129_859,VSS,Metal1,419.7660,506.0590,0.000006
FILLER_129_850,VSS,Metal1,414.7080,506.1430,0.000006
FILLER_129_843,VSS,Metal1,412.0860,506.0590,0.000006
FILLER_129_836,VSS,Metal1,408.7260,506.0590,0.000003
FILLER_129_820,VSS,Metal1,399.6000,506.5200,0.000003
FILLER_129_813,VSS,Metal1,397.6860,506.0590,0.000005
FILLER_129_798,VSS,Metal1,389.0400,506.5200,0.000015
FILLER_129_794,VSS,Metal1,387.8280,506.1430,0.000015
FILLER_129_787,VSS,Metal1,385.2060,506.0590,0.000015
FILLER_129_780,VSS,Metal1,381.8460,506.0590,0.000015
FILLER_129_774,VSS,Metal1,377.5200,506.5200,0.000015
FILLER_129_770,VSS,Metal1,376.3080,506.1430,0.000015
FILLER_129_732,VSS,Metal1,357.3600,506.5200,0.000015
FILLER_129_725,VSS,Metal1,355.4460,506.0590,0.000014
FILLER_129_718,VSS,Metal1,352.0860,506.0590,0.000013
FILLER_129_700,VSS,Metal1,342.0000,506.5200,0.000012
FILLER_129_696,VSS,Metal1,340.7880,506.1430,0.000012
FILLER_129_689,VSS,Metal1,338.1660,506.0590,0.000010
FILLER_129_682,VSS,Metal1,334.8060,506.0590,0.000002
FILLER_129_668,VSS,Metal1,328.0860,506.0590,0.000001
FILLER_129_661,VSS,Metal1,324.7260,506.0590,0.000002
FILLER_129_654,VSS,Metal1,321.3660,506.0590,0.000002
FILLER_129_649,VSS,Metal1,317.7600,506.5200,0.000002
FILLER_129_613,VSS,Metal1,300.9480,506.1430,0.000019
FILLER_129_585,VSS,Metal1,286.8000,506.5200,0.000018
FILLER_129_574,VSS,Metal1,281.5200,506.5200,0.000015
